0;0.381;-5.8
0.1;0.840490317;-5.604894348
0.2;1.370787771;-5.423992649
0.3;1.957278087;-5.265214124
0.4;2.579846442;-5.134312424
0.5;3.214846442;-5.034312424
0.6;3.837414798;-4.965214124
0.7;4.423905114;-4.923992649
0.8;4.954202568;-4.904894348
0.9;5.413692885;-4.9
1;5.794692885;-4.9
1.1;6.097202568;-4.895105652
1.2;6.328905114;-4.876007351
1.3;6.504414798;-4.834785876
1.4;6.643846442;-4.765687576
1.5;6.770846442;-4.665687576
1.6;6.910278087;-4.534785876
1.7;7.085787771;-4.376007351
1.8;7.317490317;-4.195105652
1.9;7.62;-4
2;8.001;-3.8
2.1;8.460490317;-3.604894348
2.2;8.990787771;-3.423992649
2.3;9.577278087;-3.265214124
2.4;10.19984644;-3.134312424
2.5;10.83484644;-3.034312424
2.6;11.4574148;-2.965214124
2.7;12.04390511;-2.923992649
2.8;12.57420257;-2.904894348
2.9;13.03369288;-2.9
3;13.41469288;-2.9
3.1;13.71720257;-2.895105652
3.2;13.94890511;-2.876007351
3.3;14.1244148;-2.834785876
3.4;14.26384644;-2.765687576
3.5;14.39084644;-2.665687576
3.6;14.53027809;-2.534785876
3.7;14.70578777;-2.376007351
3.8;14.93749032;-2.195105652
3.9;15.24;-2
4;15.621;-1.8
4.1;16.08049032;-1.604894348
4.2;16.61078777;-1.423992649
4.3;17.19727809;-1.265214124
4.4;17.81984644;-1.134312424
4.5;18.45484644;-1.034312424
4.6;19.0774148;-0.965214124
4.7;19.66390511;-0.923992649
4.8;20.19420257;-0.904894348
4.9;20.65369288;-0.9
5;21.03469288;-0.9
5.1;21.33720257;-0.895105652
5.2;21.56890511;-0.876007351
5.3;21.7444148;-0.834785876
5.4;21.88384644;-0.765687576
5.5;22.01084644;-0.665687576
5.6;22.15027809;-0.534785876
5.7;22.32578777;-0.376007351
5.8;22.55749032;-0.195105652
5.9;22.86;-2.08167E-15
6;23.241;0.2
6.1;23.70049032;0.395105652
6.2;24.23078777;0.576007351
6.3;24.81727809;0.734785876
6.4;25.43984644;0.865687576
6.5;26.07484644;0.965687576
6.6;26.6974148;1.034785876
6.7;27.28390511;1.076007351
6.8;27.81420257;1.095105652
6.9;28.27369288;1.1
7;28.65469288;1.1
7.1;28.95720257;1.104894348
7.2;29.18890511;1.123992649
7.3;29.3644148;1.165214124
7.4;29.50384644;1.234312424
7.5;29.63084644;1.334312424
7.6;29.77027809;1.465214124
7.7;29.94578777;1.623992649
7.8;30.17749032;1.804894348
7.9;30.48;2
8;30.861;2.2
8.1;31.32049032;2.395105652
8.2;31.85078777;2.576007351
8.3;32.43727809;2.734785876
8.4;33.05984644;2.865687576
8.5;33.69484644;2.965687576
8.6;34.3174148;3.034785876
8.7;34.90390511;3.076007351
8.8;35.43420257;3.095105652
8.9;35.89369288;3.1
9;36.27469288;3.1
9.1;36.57720257;3.104894348
9.2;36.80890511;3.123992649
9.3;36.9844148;3.165214124
9.4;37.12384644;3.234312424
9.5;37.25084644;3.334312424
9.6;37.39027809;3.465214124
9.7;37.56578777;3.623992649
9.8;37.79749032;3.804894348
9.9;38.1;4
10;38.481;4.2
10.1;38.94049032;4.395105652
10.2;39.47078777;4.576007351
10.3;40.05727809;4.734785876
10.4;40.67984644;4.865687576
10.5;41.31484644;4.965687576
10.6;41.9374148;5.034785876
10.7;42.52390511;5.076007351
10.8;43.05420257;5.095105652
10.9;43.51369288;5.1
11;43.89469288;5.1
11.1;44.19720257;5.104894348
11.2;44.42890511;5.123992649
11.3;44.6044148;5.165214124
11.4;44.74384644;5.234312424
11.5;44.87084644;5.334312424
11.6;45.01027809;5.465214124
11.7;45.18578777;5.623992649
11.8;45.41749032;5.804894348
11.9;45.72;6
12;46.101;6.2
12.1;46.56049032;6.395105652
12.2;47.09078777;6.576007351
12.3;47.67727809;6.734785876
12.4;48.29984644;6.865687576
12.5;48.93484644;6.965687576
12.6;49.5574148;7.034785876
12.7;50.14390511;7.076007351
12.8;50.67420257;7.095105652
12.9;51.13369288;7.1
13;51.51469288;7.1
13.1;51.81720257;7.104894348
13.2;52.04890511;7.123992649
13.3;52.2244148;7.165214124
13.4;52.36384644;7.234312424
13.5;52.49084644;7.334312424
13.6;52.63027809;7.465214124
13.7;52.80578777;7.623992649
13.8;53.03749032;7.804894348
13.9;53.34;8
14;53.721;8.2
14.1;54.18049032;8.395105652
14.2;54.71078777;8.576007351
14.3;55.29727809;8.734785876
14.4;55.91984644;8.865687576
14.5;56.55484644;8.965687576
14.6;57.1774148;9.034785876
14.7;57.76390511;9.076007351
14.8;58.29420257;9.095105652
14.9;58.75369288;9.1
15;59.13469288;9.1
15.1;59.43720257;9.104894348
15.2;59.66890511;9.123992649
15.3;59.8444148;9.165214124
15.4;59.98384644;9.234312424
15.5;60.11084644;9.334312424
15.6;60.25027809;9.465214124
15.7;60.42578777;9.623992649
15.8;60.65749032;9.804894348
15.9;60.96;10
16;61.341;10.2
16.1;61.80049032;10.39510565
16.2;62.33078777;10.57600735
16.3;62.91727809;10.73478588
16.4;63.53984644;10.86568758
16.5;64.17484644;10.96568758
16.6;64.7974148;11.03478588
16.7;65.38390511;11.07600735
16.8;65.91420257;11.09510565
16.9;66.37369288;11.1
17;66.75469288;11.1
17.1;67.05720257;11.10489435
17.2;67.28890511;11.12399265
17.3;67.4644148;11.16521412
17.4;67.60384644;11.23431242
17.5;67.73084644;11.33431242
17.6;67.87027809;11.46521412
17.7;68.04578777;11.62399265
17.8;68.27749032;11.80489435
17.9;68.58;12
18;68.961;12.2
18.1;69.42049032;12.39510565
18.2;69.95078777;12.57600735
18.3;70.53727809;12.73478588
18.4;71.15984644;12.86568758
18.5;71.79484644;12.96568758
18.6;72.4174148;13.03478588
18.7;73.00390511;13.07600735
18.8;73.53420257;13.09510565
18.9;73.99369288;13.1
19;74.37469288;13.1
19.1;74.67720257;13.10489435
19.2;74.90890511;13.12399265
19.3;75.0844148;13.16521412
19.4;75.22384644;13.23431242
19.5;75.35084644;13.33431242
19.6;75.49027809;13.46521412
19.7;75.66578777;13.62399265
19.8;75.89749032;13.80489435
19.9;76.2;14
20;76.581;14.2
20.1;77.04049032;14.39510565
20.2;77.57078777;14.57600735
20.3;78.15727809;14.73478588
20.4;78.77984644;14.86568758
20.5;79.41484644;14.96568758
20.6;80.0374148;15.03478588
20.7;80.62390511;15.07600735
20.8;81.15420257;15.09510565
20.9;81.61369288;15.1
21;81.99469288;15.1
21.1;82.29720257;15.10489435
21.2;82.52890511;15.12399265
21.3;82.7044148;15.16521412
21.4;82.84384644;15.23431242
21.5;82.97084644;15.33431242
21.6;83.11027809;15.46521412
21.7;83.28578777;15.62399265
21.8;83.51749032;15.80489435
21.9;83.82;16
22;84.201;16.2
22.1;84.66049032;16.39510565
22.2;85.19078777;16.57600735
22.3;85.77727809;16.73478588
22.4;86.39984644;16.86568758
22.5;87.03484644;16.96568758
22.6;87.6574148;17.03478588
22.7;88.24390511;17.07600735
22.8;88.77420257;17.09510565
22.9;89.23369288;17.1
23;89.61469288;17.1
23.1;89.91720257;17.10489435
23.2;90.14890511;17.12399265
23.3;90.3244148;17.16521412
23.4;90.46384644;17.23431242
23.5;90.59084644;17.33431242
23.6;90.73027809;17.46521412
23.7;90.90578777;17.62399265
23.8;91.13749032;17.80489435
23.9;91.44;18
24;91.821;18.2
24.1;92.28049032;18.39510565
24.2;92.81078777;18.57600735
24.3;93.39727809;18.73478588
24.4;94.01984644;18.86568758
24.5;94.65484644;18.96568758
24.6;95.2774148;19.03478588
24.7;95.86390511;19.07600735
24.8;96.39420257;19.09510565
24.9;96.85369288;19.1
25;97.23469288;19.1
25.1;97.53720257;19.10489435
25.2;97.76890511;19.12399265
25.3;97.9444148;19.16521412
25.4;98.08384644;19.23431242
25.5;98.21084644;19.33431242
25.6;98.35027809;19.46521412
25.7;98.52578777;19.62399265
25.8;98.75749032;19.80489435
25.9;99.06;20
26;99.441;20.2
26.1;99.90049032;20.39510565
26.2;100.4307878;20.57600735
