0;0;-6;-3
0;3.81;2;7.5
0.1;4.594903166;1.951056516;8.43860679
0.2;5.302974541;1.809016994;9.354101966
0.3;5.864903166;1.587785252;10.223943
0.4;6.225683551;1.309016994;11.02671151
0.5;6.35;1;11.74264069
0.6;6.225683551;0.690983006;12.35410197
0.7;5.864903166;0.412214748;12.84603915
0.8;5.302974541;0.190983006;13.2063391
0.9;4.594903166;0.048943484;13.42613004
1;3.81;0;13.5
1.1;3.025096834;0.048943484;13.42613004
1.2;2.317025459;0.190983006;13.2063391
1.3;1.755096834;0.412214748;12.84603915
1.4;1.394316449;0.690983006;12.35410197
1.5;1.27;1;11.74264069
1.6;1.394316449;1.309016994;11.02671151
1.7;1.755096834;1.587785252;10.223943
1.8;2.317025459;1.809016994;9.354101966
1.9;3.025096834;1.951056516;8.43860679
2;3.81;2;7.5
2.1;4.594903166;1.951056516;6.56139321
2.2;5.302974541;1.809016994;5.645898034
2.3;5.864903166;1.587785252;4.776057002
2.4;6.225683551;1.309016994;3.973288486
2.5;6.35;1;3.257359313
2.6;6.225683551;0.690983006;2.645898034
2.7;5.864903166;0.412214748;2.153960855
2.8;5.302974541;0.190983006;1.793660902
2.9;4.594903166;0.048943484;1.573869956
3;3.81;0;1.5
3.1;3.025096834;0.048943484;1.573869956
3.2;2.317025459;0.190983006;1.793660902
3.3;1.755096834;0.412214748;2.153960855
3.4;1.394316449;0.690983006;2.645898034
3.5;1.27;1;3.257359313
3.6;1.394316449;1.309016994;3.973288486
3.7;1.755096834;1.587785252;4.776057002
3.8;2.317025459;1.809016994;5.645898034
3.9;3.025096834;1.951056516;6.56139321
4;3.81;2;7.5
4.1;4.594903166;1.951056516;8.43860679
4.2;5.302974541;1.809016994;9.354101966
4.3;5.864903166;1.587785252;10.223943
4.4;6.225683551;1.309016994;11.02671151
4.5;6.35;1;11.74264069
4.6;6.225683551;0.690983006;12.35410197
4.7;5.864903166;0.412214748;12.84603915
4.8;5.302974541;0.190983006;13.2063391
4.9;4.594903166;0.048943484;13.42613004
5;3.81;0;13.5
5.1;3.025096834;0.048943484;13.42613004
5.2;2.317025459;0.190983006;13.2063391
5.3;1.755096834;0.412214748;12.84603915
5.4;1.394316449;0.690983006;12.35410197
5.5;1.27;1;11.74264069
5.6;1.394316449;1.309016994;11.02671151
5.7;1.755096834;1.587785252;10.223943
5.8;2.317025459;1.809016994;9.354101966
5.9;3.025096834;1.951056516;8.43860679
6;3.81;2;7.5
6.1;4.594903166;1.951056516;6.56139321
6.2;5.302974541;1.809016994;5.645898034
6.3;5.864903166;1.587785252;4.776057002
6.4;6.225683551;1.309016994;3.973288486
6.5;6.35;1;3.257359313
6.6;6.225683551;0.690983006;2.645898034
6.7;5.864903166;0.412214748;2.153960855
6.8;5.302974541;0.190983006;1.793660902
6.9;4.594903166;0.048943484;1.573869956
7;3.81;0;1.5
7.1;3.025096834;0.048943484;1.573869956
7.2;2.317025459;0.190983006;1.793660902
7.3;1.755096834;0.412214748;2.153960855
7.4;1.394316449;0.690983006;2.645898034
7.5;1.27;1;3.257359313
7.6;1.394316449;1.309016994;3.973288486
7.7;1.755096834;1.587785252;4.776057002
7.8;2.317025459;1.809016994;5.645898034
7.9;3.025096834;1.951056516;6.56139321
8;3.81;2;7.5
8.1;4.594903166;1.951056516;8.43860679
8.2;5.302974541;1.809016994;9.354101966
8.3;5.864903166;1.587785252;10.223943
8.4;6.225683551;1.309016994;11.02671151
8.5;6.35;1;11.74264069
8.6;6.225683551;0.690983006;12.35410197
8.7;5.864903166;0.412214748;12.84603915
8.8;5.302974541;0.190983006;13.2063391
8.9;4.594903166;0.048943484;13.42613004
9;3.81;0;13.5
9.1;3.025096834;0.048943484;13.42613004
9.2;2.317025459;0.190983006;13.2063391
9.3;1.755096834;0.412214748;12.84603915
9.4;1.394316449;0.690983006;12.35410197
9.5;1.27;1;11.74264069
9.6;1.394316449;1.309016994;11.02671151
9.7;1.755096834;1.587785252;10.223943
9.8;2.317025459;1.809016994;9.354101966
9.9;3.025096834;1.951056516;8.43860679
10;3.81;2;7.5
10.1;4.594903166;1.951056516;6.56139321
10.2;5.302974541;1.809016994;5.645898034
10.3;5.864903166;1.587785252;4.776057002
10.4;6.225683551;1.309016994;3.973288486
10.5;6.35;1;3.257359313
10.6;6.225683551;0.690983006;2.645898034
10.7;5.864903166;0.412214748;2.153960855
10.8;5.302974541;0.190983006;1.793660902
10.9;4.594903166;0.048943484;1.573869956
11;3.81;0;1.5
11.1;3.025096834;0.048943484;1.573869956
11.2;2.317025459;0.190983006;1.793660902
11.3;1.755096834;0.412214748;2.153960855
11.4;1.394316449;0.690983006;2.645898034
11.5;1.27;1;3.257359313
11.6;1.394316449;1.309016994;3.973288486
11.7;1.755096834;1.587785252;4.776057002
11.8;2.317025459;1.809016994;5.645898034
11.9;3.025096834;1.951056516;6.56139321
12;3.81;2;7.5
12.1;4.594903166;1.951056516;8.43860679
12.2;5.302974541;1.809016994;9.354101966
12.3;5.864903166;1.587785252;10.223943
12.4;6.225683551;1.309016994;11.02671151
12.5;6.35;1;11.74264069
12.6;6.225683551;0.690983006;12.35410197
12.7;5.864903166;0.412214748;12.84603915
12.8;5.302974541;0.190983006;13.2063391
12.9;4.594903166;0.048943484;13.42613004
13;3.81;0;13.5
13.1;3.025096834;0.048943484;13.42613004
13.2;2.317025459;0.190983006;13.2063391
13.3;1.755096834;0.412214748;12.84603915
13.4;1.394316449;0.690983006;12.35410197
