0;0.381;-5.8
0.1;0.840490317;-5.604894348
0.2;1.370787771;-5.423992649
0.3;1.957278087;-5.265214124
0.4;2.579846442;-5.134312424
0.5;3.214846442;-5.034312424
0.6;3.837414798;-4.965214124
0.7;4.423905114;-4.923992649
0.8;4.954202568;-4.904894348
0.9;5.413692885;-4.9
1;5.794692885;-4.9
1.1;6.097202568;-4.895105652
1.2;6.328905114;-4.876007351
1.3;6.504414798;-4.834785876
1.4;6.643846442;-4.765687576
1.5;6.770846442;-4.665687576
1.6;6.910278087;-4.534785876
1.7;7.085787771;-4.376007351
1.8;7.317490317;-4.195105652
1.9;7.62;-4
